Instagram,Facebook,YouTube,Twitter,Telegram,WhatsApp,TikTok,Radio,TV,Newspaper,Website,Sales
80,68,10,22,68,27,70,47,39,30,28,17
22,71,38,14,76,25,29,46,13,29,42,24
40,26,30,52,58,35,41,39,21,22,44,13
78,89,21,12,62,10,19,32,38,27,3,27
31,47,26,69,28,19,42,32,34,13,41,36
55,78,23,28,23,11,17,26,4,46,16,48
65,84,36,13,23,28,39,43,47,4,9,41
42,36,23,54,12,39,40,46,30,37,24,12
84,76,61,77,46,20,65,34,45,10,34,14
79,36,46,65,31,32,20,13,33,26,21,48
80,52,53,4,76,39,58,44,32,7,38,39
46,38,19,76,63,15,77,7,4,36,37,11
65,38,46,48,48,4,50,42,27,15,46,10
60,58,18,36,74,20,25,34,20,32,33,31
89,69,29,9,63,29,76,5,10,2,41,26
87,36,58,58,42,14,73,46,19,43,12,28
70,23,31,17,70,18,24,40,20,10,16,10
68,54,27,52,10,33,60,17,3,26,29,47
54,39,11,11,23,15,69,24,23,9,26,17
70,51,46,38,65,12,61,32,37,9,17,32
24,78,45,54,42,15,10,41,33,43,3,10
24,45,17,68,75,20,62,48,27,17,32,20
24,91,49,39,79,32,74,25,33,21,5,20
75,24,18,36,46,23,37,35,5,25,46,37
63,55,39,10,67,5,75,42,4,19,16,33
74,31,20,27,41,5,47,19,29,26,40,30
59,38,61,4,75,18,69,6,43,44,35,15
77,32,1,71,28,26,60,33,23,35,32,35
60,49,34,61,53,29,76,45,34,8,29,45
60,81,55,53,61,24,10,2,14,13,43,43
33,39,64,66,32,34,60,40,30,19,40,39
95,46,36,31,55,37,17,49,16,25,30,47
23,69,14,63,57,10,72,17,40,16,22,16
29,66,24,76,46,7,60,42,26,29,34,29
71,32,46,53,37,15,63,24,11,42,44,27
66,27,78,49,32,36,21,15,18,11,32,21
78,68,33,47,48,4,19,34,32,29,22,47
20,38,25,17,62,26,20,26,39,9,16,38
67,72,78,26,77,18,22,1,17,45,17,16
93,64,13,57,30,1,68,12,22,34,8,17
39,25,17,58,14,19,68,43,37,40,2,47
57,42,67,22,44,31,35,48,6,26,15,30
56,65,69,7,50,6,78,14,35,49,1,38
24,53,6,43,33,4,13,4,27,2,30,29
26,76,14,45,18,7,10,17,37,32,20,31
46,69,12,40,51,11,35,3,49,29,27,21
77,54,53,10,18,13,76,35,3,7,19,26
72,93,59,6,27,28,67,32,44,12,45,37
59,85,39,44,60,6,45,25,33,19,31,30
84,92,40,31,11,19,16,8,44,47,34,35
61,63,48,1,76,39,59,14,38,14,7,10
78,62,17,19,46,26,63,23,46,16,32,34
29,77,1,12,12,2,43,12,10,15,46,31
45,22,31,5,11,23,40,33,44,25,15,24
88,84,43,31,42,16,61,20,15,29,27,15
28,20,16,62,17,15,13,14,42,7,44,21
59,85,59,12,51,4,33,11,31,42,38,40
74,84,40,70,43,9,76,41,3,26,46,34
87,37,19,14,72,25,11,42,18,4,17,27
40,71,16,21,65,38,44,32,47,35,32,10
22,45,72,30,32,5,18,3,31,9,8,27
88,81,40,38,33,4,29,8,40,47,14,21
91,92,61,74,12,21,59,19,47,7,37,25
71,29,34,34,62,20,57,12,27,4,24,16
26,69,41,71,44,10,25,18,23,37,48,42
79,73,39,74,50,31,19,4,28,22,12,26
28,81,9,13,49,3,69,49,32,23,10,25
89,74,40,45,26,9,41,37,12,29,36,40
27,57,65,10,66,9,30,12,41,39,14,42
23,56,60,40,14,2,35,2,47,17,3,21
83,37,5,67,19,19,30,39,13,11,49,21
84,56,6,67,46,4,52,31,47,11,47,16
68,49,5,50,13,22,39,37,43,28,17,15
47,25,35,16,35,21,64,14,28,22,16,12
43,68,46,72,33,8,46,30,43,39,6,43
38,79,46,22,10,15,77,49,28,15,35,39
64,87,2,52,66,18,45,5,27,19,8,11
80,66,13,16,72,18,12,9,10,1,45,16
83,25,47,50,73,24,12,2,47,20,49,36
76,54,43,56,74,31,20,21,39,29,3,34
32,81,57,22,10,19,74,8,43,10,2,49
93,52,14,9,66,23,72,3,7,38,8,34
67,54,67,40,19,16,37,23,18,17,32,34
85,60,18,75,31,18,54,32,46,19,33,29
75,34,38,31,51,13,47,40,42,29,49,37
41,43,75,41,25,29,74,35,40,26,33,39
53,57,41,20,46,39,48,19,3,17,41,21
34,79,59,6,59,19,69,33,41,31,45,18
47,36,44,65,78,3,79,38,9,26,3,24
46,64,76,61,33,17,66,42,20,11,33,47
83,69,38,26,69,29,61,37,48,20,38,37
26,91,61,59,60,2,18,37,1,44,4,32
91,38,62,57,21,37,30,15,43,8,49,24
87,36,6,78,11,12,35,14,42,34,6,16
25,53,8,55,22,16,66,14,9,37,1,29
60,87,29,11,64,6,75,29,27,29,19,41
21,67,75,70,48,26,32,41,18,8,19,28
60,82,48,74,52,24,68,24,40,18,25,35
89,75,37,66,24,33,18,11,10,17,49,16
59,85,9,60,13,33,37,16,16,15,4,47
70,32,27,36,13,35,30,28,24,23,3,39
39,21,68,27,26,13,64,38,14,47,27,41
28,81,8,37,18,26,66,19,17,36,38,26
58,41,23,17,51,3,45,16,25,36,5,49
37,32,13,58,58,14,57,16,23,34,41,42
36,26,38,14,52,31,40,15,35,12,45,13
68,54,70,52,26,33,52,16,32,28,9,31
35,34,23,25,14,33,37,13,34,29,9,41
84,62,70,20,47,8,41,43,3,15,32,23
65,90,32,14,17,3,77,49,41,9,47,14
28,38,57,15,42,29,24,23,22,35,49,39
65,89,31,9,62,22,31,20,49,18,34,42
73,41,67,35,66,11,63,22,23,42,7,43
96,78,65,75,46,26,66,33,47,40,8,10
94,53,68,14,66,36,65,13,46,42,29,35
57,32,10,55,75,21,10,23,9,25,27,32
39,61,25,13,47,31,20,30,7,41,12,24
24,39,25,13,41,18,53,18,21,44,34,48
42,40,10,67,17,27,38,16,44,3,34,46
45,94,49,64,34,11,43,27,14,46,10,23
57,66,22,42,47,38,39,13,46,48,23,13
71,26,60,16,61,34,12,40,42,18,43,48
63,38,21,29,29,31,17,30,24,5,38,10
63,91,50,23,50,37,56,13,21,1,37,12
78,66,7,30,19,21,35,18,18,1,32,38
56,73,73,48,66,25,47,2,29,7,46,33
91,82,25,25,48,1,25,45,44,48,38,18
48,75,35,62,78,31,12,44,10,6,29,28
60,75,55,10,24,28,77,35,27,7,37,16
66,33,10,73,26,30,70,38,39,34,18,25
58,50,10,33,24,33,32,39,11,45,32,45
95,87,12,24,27,38,61,36,5,42,44,47
30,24,65,36,32,12,14,30,18,5,39,15
88,85,63,47,76,16,14,27,24,16,27,30
39,55,49,79,76,35,21,6,24,31,42,22
90,57,75,44,32,2,22,2,26,5,43,36
90,78,51,23,32,2,22,9,19,18,40,37
27,34,56,74,65,27,56,1,12,40,24,37
87,46,12,45,21,39,69,11,45,28,32,36
73,84,51,5,58,22,50,12,26,44,2,40
20,41,1,64,15,7,61,24,6,8,24,45
83,40,2,31,43,25,35,24,44,49,38,48
62,23,30,58,28,7,11,33,5,3,12,11
48,55,67,40,71,15,32,40,14,45,8,46
27,80,31,33,67,1,33,41,12,41,16,31
76,29,32,27,16,19,68,34,23,42,39,16
35,59,53,54,68,25,56,14,47,49,38,25
56,35,36,41,58,38,28,3,33,36,22,27
77,89,23,8,56,10,63,25,28,41,45,41
75,44,67,48,69,13,79,41,16,48,12,18
51,54,52,49,77,21,55,39,29,21,41,31
47,21,46,17,63,18,64,42,28,13,42,43
69,48,64,33,53,2,66,45,29,8,24,38
90,81,79,15,46,19,22,28,28,49,4,12
57,26,57,49,12,28,74,48,23,39,19,21
80,42,38,2,47,35,50,48,16,39,48,33
35,65,16,28,49,23,71,3,19,43,4,14
59,85,30,78,36,32,75,34,45,24,43,22
59,30,62,77,66,14,47,30,1,37,37,13
78,79,48,30,62,26,29,35,1,37,45,12
51,58,15,60,70,12,40,1,42,43,28,45
47,28,77,23,76,18,40,42,46,17,48,21
58,41,66,10,33,18,41,43,6,11,14,32
68,38,28,44,23,30,39,4,23,32,15,31
55,45,59,44,18,28,37,13,8,4,45,18
94,28,11,77,64,31,19,37,35,48,11,12
38,40,41,66,75,29,20,1,48,13,37,14
87,68,23,43,27,7,77,36,44,6,49,44
65,63,8,46,75,1,56,8,17,28,7,46
45,91,22,30,37,27,19,28,25,31,19,41
74,92,75,18,36,14,10,20,9,16,3,35
28,37,48,2,45,18,39,47,23,24,22,47
35,53,3,68,14,25,67,13,7,18,19,30
29,24,78,27,60,17,42,28,5,49,36,15
44,84,67,30,44,33,37,17,20,12,32,35
54,36,55,40,12,25,78,3,34,10,39,29
61,68,31,64,51,2,59,2,31,49,26,18
96,66,33,73,64,11,38,30,1,30,15,24
63,91,29,50,30,38,33,47,42,14,40,10
65,23,37,71,42,24,44,26,15,1,7,39
72,53,16,76,74,2,12,21,6,46,47,42
93,53,38,71,51,24,12,43,44,10,46,47
26,53,12,48,38,11,69,17,25,34,42,35
64,69,49,42,77,24,35,45,41,35,7,17
35,70,7,16,54,29,30,40,46,24,44,33
27,25,38,5,74,5,35,35,23,13,30,19
77,94,22,48,30,27,46,37,49,42,18,41
72,48,52,26,21,30,79,42,11,30,5,27
64,82,57,11,20,26,64,31,7,6,1,46
89,25,69,77,43,10,17,42,37,44,1,32
50,78,19,10,11,5,37,38,35,33,12,33
66,94,9,6,18,29,31,39,25,5,21,31
92,77,36,30,64,4,79,42,5,44,14,22
46,29,27,21,40,31,76,16,47,10,15,10
51,80,49,34,45,33,66,18,49,26,16,37
47,39,24,21,77,12,72,15,21,9,47,16
80,34,54,54,38,8,56,19,36,46,3,34
71,90,10,17,22,9,54,34,8,18,1,31
86,36,22,9,60,38,13,35,29,45,47,45
54,21,13,77,73,29,63,9,10,22,31,33
50,81,70,69,41,24,19,41,41,3,10,33
42,29,70,73,47,34,21,25,37,4,32,48
62,62,78,12,78,6,35,36,49,4,12,19
56,75,18,18,52,3,50,16,23,6,5,13
58,59,44,48,55,15,68,29,6,44,43,19
94,36,38,55,24,21,55,32,36,28,25,46
71,38,4,50,19,15,24,28,14,22,35,49
86,78,55,22,22,9,15,21,37,45,14,14
41,66,16,58,29,32,47,29,17,6,1,12
47,36,23,44,34,19,60,34,20,42,20,35
85,71,22,53,43,23,13,30,11,24,32,39
90,76,44,4,25,12,54,16,18,5,21,24
30,76,52,10,76,13,56,4,32,14,11,18
94,30,62,69,75,4,76,40,16,27,24,41
40,46,40,56,22,33,58,5,12,43,19,12
85,52,4,57,55,8,50,20,29,3,3,20
69,70,62,41,26,22,57,43,31,4,38,40
42,45,67,61,67,7,50,42,23,23,5,11
55,86,13,36,15,30,27,8,31,49,28,27
72,71,19,59,30,11,46,26,2,19,1,16
29,66,19,28,42,33,40,45,1,4,35,46
80,72,60,57,76,2,72,45,26,22,37,47
83,80,61,14,70,28,56,8,44,45,1,41
83,70,6,58,47,14,21,9,47,5,41,11
89,53,75,32,18,1,33,17,11,21,10,46
22,70,42,58,22,31,55,45,35,42,23,37
69,60,72,25,41,14,17,38,13,37,21,15
34,55,18,44,74,26,75,28,14,49,18,31
85,86,64,71,35,3,78,24,42,48,17,19
45,29,45,50,74,20,79,9,18,4,31,27
20,93,27,32,70,18,68,30,48,2,28,40
59,29,7,57,11,11,26,8,37,27,48,23
54,47,38,5,19,18,55,17,15,45,36,20
95,55,1,46,23,22,59,3,42,13,30,29
35,48,43,79,65,11,78,6,29,46,10,23
34,92,53,16,10,21,36,15,25,40,38,25
67,89,10,63,55,23,38,47,23,17,19,49
47,35,14,10,67,3,37,8,5,14,1,25
85,57,28,37,21,4,71,2,48,20,47,38
66,30,57,67,14,11,10,24,39,35,13,42
77,28,66,25,49,39,39,38,35,48,15,17
48,41,54,68,71,26,47,38,32,14,42,29
69,20,41,22,26,29,24,31,37,29,32,20
94,28,5,39,64,19,67,27,32,17,16,38
89,31,39,47,42,28,41,6,46,18,45,44
56,72,18,20,36,25,38,13,18,10,10,20
96,76,38,60,63,34,56,26,3,3,44,12
90,90,7,72,20,7,58,3,25,48,23,27
88,68,30,54,76,27,58,4,1,27,36,39
65,62,20,50,78,24,69,41,34,6,37,14
20,40,41,64,28,33,69,12,41,9,45,29
42,75,60,26,14,4,20,42,15,33,41,21
28,79,44,43,57,6,32,49,25,19,11,15
59,44,47,32,25,21,69,48,42,39,37,42
60,35,43,12,76,17,56,4,15,29,8,38
51,67,39,59,54,10,67,14,27,33,47,33
76,76,26,11,17,2,42,11,3,1,47,28
90,29,36,12,27,34,62,23,17,33,34,19
66,90,56,34,66,4,26,5,32,12,15,25
34,32,42,50,64,12,79,25,7,17,10,40
73,55,36,2,51,14,23,48,27,8,18,22
37,59,13,51,52,18,59,23,39,29,15,10
76,71,22,37,75,39,15,10,23,14,27,36
78,20,51,53,28,26,28,17,28,11,40,26
81,80,57,75,67,14,40,1,12,21,5,30
88,23,3,20,41,16,27,8,30,18,29,33
67,56,4,8,79,23,17,5,39,45,44,32
47,32,74,23,32,15,42,42,31,21,42,46
59,90,6,59,65,31,28,34,20,34,28,27
57,43,71,63,17,28,39,3,15,5,35,43
39,65,79,59,20,9,43,4,29,44,18,13
53,51,37,57,14,10,68,49,23,4,44,19
61,89,6,54,53,23,79,12,33,25,15,10
79,36,28,74,12,14,63,47,20,26,23,43
53,47,6,10,48,16,67,40,9,35,13,24
29,87,35,55,76,7,43,48,14,48,8,40
21,63,52,31,23,18,30,9,13,37,45,16
42,41,1,43,55,37,24,20,16,36,3,22
88,53,74,41,11,23,52,16,42,4,18,42
75,25,35,21,31,22,59,4,12,44,39,16
94,71,12,71,73,8,42,18,12,9,39,38
53,60,78,2,79,28,31,33,33,21,17,48
41,26,5,49,33,6,17,37,41,22,11,17
84,28,41,64,16,15,63,5,17,6,39,16
25,36,59,8,32,21,60,20,10,18,11,22
47,62,75,12,35,23,27,45,30,9,38,12
63,55,54,49,45,18,30,19,29,37,47,27
53,63,59,29,79,5,70,40,49,46,23,18
21,34,20,38,70,21,27,30,48,29,12,11
47,77,58,28,60,29,59,10,11,3,34,46
40,77,71,77,18,24,49,19,47,25,32,43
23,71,40,74,57,27,45,47,39,28,31,37
56,79,78,72,26,37,44,7,38,19,16,25
43,21,59,52,31,14,74,34,36,6,11,31
69,27,66,57,19,14,27,3,14,22,41,23
48,88,11,37,18,18,12,21,19,1,31,35
34,78,5,15,31,19,15,19,9,15,4,32
36,20,49,35,51,14,60,30,25,18,48,42
32,57,55,32,79,17,42,7,3,13,24,31
89,28,27,75,25,18,34,36,24,36,38,35
74,47,42,37,42,3,17,26,5,30,30,17
92,71,56,20,18,23,42,25,18,49,16,16
20,47,2,78,55,17,21,28,32,33,11,15
53,22,4,68,33,17,79,6,40,6,49,16
71,63,41,38,17,13,56,49,27,40,34,13
62,59,68,71,36,13,47,31,39,15,37,35
25,45,22,51,16,2,77,1,21,10,26,21
26,62,23,8,26,28,42,10,7,43,45,16
46,89,58,70,29,37,68,6,31,20,27,38
32,79,51,3,70,17,57,17,7,4,48,29
96,81,20,17,41,23,14,24,18,17,31,16
77,49,47,38,19,13,40,1,41,36,14,38
34,52,61,58,76,2,40,25,20,1,30,24
28,29,46,14,38,11,29,8,19,4,17,31
63,84,71,33,39,26,14,29,17,22,2,13
94,58,36,73,39,5,79,24,9,31,17,16
46,72,30,64,65,13,75,43,38,14,25,48
31,37,72,53,62,19,27,3,11,46,43,33
87,62,69,26,10,31,78,9,29,26,44,49
90,41,74,5,13,29,47,43,49,8,15,40
70,85,48,20,39,10,73,41,5,11,41,29
79,62,32,37,66,14,36,15,38,34,15,27
50,55,1,66,12,33,15,4,28,42,33,36
23,57,51,72,18,33,28,9,7,30,3,42
24,85,42,51,75,9,43,39,28,16,47,18
45,85,44,28,18,2,41,34,27,16,48,24
55,24,40,76,69,1,71,9,6,3,38,45
72,89,6,76,71,1,65,12,34,48,41,35
36,84,26,26,72,31,67,20,43,32,1,10
67,27,9,37,40,23,70,12,1,42,32,27
62,42,35,38,46,10,54,27,31,45,20,43
52,41,19,61,39,10,19,10,23,2,45,13
22,39,75,48,22,17,16,26,36,29,8,47
42,63,70,34,20,2,48,45,18,44,1,22
54,20,9,7,78,35,32,8,25,24,4,48
85,27,32,18,70,4,57,44,16,35,14,39
48,71,61,64,59,13,49,37,49,43,48,24
60,31,66,17,58,15,44,18,17,9,2,18
96,68,13,50,28,13,41,33,15,23,3,18
89,57,26,7,24,24,76,25,9,1,3,11
80,85,52,46,47,28,27,40,48,43,6,10
63,59,9,48,52,12,46,37,34,13,43,21
41,33,48,75,57,8,72,17,7,16,41,29
51,49,4,66,54,15,18,3,34,16,49,44
22,21,16,54,28,19,24,29,3,12,24,27
71,28,37,67,18,16,62,34,24,2,13,22
67,87,35,30,77,9,45,36,14,41,25,25
85,55,60,1,71,18,74,42,26,27,38,43
46,32,74,26,13,8,73,35,29,26,3,14
24,29,19,11,39,27,38,28,24,12,23,28
73,92,24,37,76,16,12,47,9,9,12,16
69,64,79,7,10,10,63,47,26,38,17,28
91,31,8,38,58,37,11,17,14,25,8,22
77,24,1,46,46,16,51,13,18,25,40,25
58,34,72,38,79,34,22,34,3,6,2,24
92,28,55,75,28,28,18,43,27,30,30,26
56,83,22,35,30,11,20,14,48,33,5,33
21,48,33,70,34,34,23,31,5,36,27,16
56,54,38,47,34,39,40,27,42,48,39,22
62,49,42,52,39,25,36,32,29,42,25,45
96,22,64,47,35,25,73,2,4,7,21,15
79,35,35,74,58,18,43,48,30,23,16,21
94,31,10,76,30,23,51,48,43,3,11,48
51,24,5,28,20,28,65,28,32,42,8,19
46,62,32,27,54,36,40,47,15,27,15,45
46,73,40,12,28,28,54,29,31,42,20,33
60,62,67,69,54,15,76,19,34,38,41,36
86,26,63,24,77,29,37,3,18,16,14,46
76,93,43,66,78,24,19,3,35,42,38,13
95,22,19,22,10,30,70,20,3,9,2,42
26,53,76,54,56,7,56,45,28,9,27,24
22,37,25,61,47,28,14,45,30,42,9,43
27,88,2,2,58,32,11,13,34,7,42,31
42,76,37,6,20,33,67,14,28,21,26,32
24,59,3,49,32,1,64,38,21,35,35,44
31,87,68,64,60,4,77,34,44,19,36,31
27,72,4,21,32,13,73,40,11,8,12,13
54,87,19,44,52,4,52,46,2,48,39,23
78,44,1,31,31,11,35,46,22,14,40,13
92,57,16,59,19,23,75,48,12,28,43,22
34,60,53,76,57,34,48,17,20,47,37,27
32,76,29,33,59,18,44,16,33,30,9,25
71,50,64,66,70,29,17,15,19,48,7,34
83,63,40,59,21,11,48,42,16,43,46,38
48,20,56,54,72,20,42,3,29,8,26,11
28,47,28,11,45,28,71,42,42,3,18,45
70,32,60,28,24,8,64,1,46,23,37,43
21,73,62,27,62,4,68,37,26,27,16,24
93,88,33,16,17,35,13,37,39,42,28,38
67,47,10,53,72,15,27,49,45,47,41,16
80,67,63,70,13,26,47,1,37,6,41,23
42,79,55,68,13,34,33,24,27,17,27,30
72,61,6,78,53,22,27,48,33,25,13,37
61,51,13,33,48,27,50,13,48,11,17,11
79,41,19,46,72,11,14,6,6,27,39,18
50,33,16,77,20,34,38,41,33,18,18,47
22,92,58,74,13,14,22,5,42,37,48,14
91,57,52,73,31,17,31,15,22,49,28,16
35,90,49,58,25,14,45,30,26,27,29,14
35,62,17,40,53,26,76,28,35,15,5,42
73,25,45,61,55,7,55,26,21,47,46,43
69,33,6,64,29,32,57,32,18,30,3,32
87,60,60,30,28,16,16,21,4,25,22,13
44,46,23,72,44,19,26,34,24,30,42,28
90,46,35,71,19,3,36,22,37,46,45,30
20,20,40,38,41,20,15,2,19,39,11,22
38,37,23,8,24,36,71,45,44,41,4,42
67,39,66,21,51,32,72,47,1,41,12,11
80,52,58,76,53,12,57,48,14,35,39,34
23,53,60,3,16,11,13,49,16,19,7,29
68,54,33,17,67,22,43,21,45,5,32,20
87,71,43,58,39,27,21,26,37,34,25,10
59,85,58,35,55,32,28,18,1,17,18,23
87,45,65,9,19,2,68,20,25,34,39,17
55,49,48,10,19,23,69,39,48,16,7,42
34,26,19,20,24,31,17,10,48,40,2,35
64,81,43,65,39,11,12,30,16,13,30,21
53,52,50,23,45,2,47,36,15,9,18,44
81,72,7,16,71,38,48,44,5,46,38,48
45,57,6,40,64,39,71,35,12,34,30,32
32,35,7,22,18,8,40,8,45,3,42,28
45,53,8,31,34,31,20,42,24,41,8,36
32,26,15,57,63,4,44,3,23,43,43,11
37,90,7,72,12,9,41,45,29,32,37,12
85,77,31,74,39,7,42,9,9,14,41,25
81,92,28,10,69,20,64,36,27,28,8,49
94,42,26,3,29,24,78,22,40,44,21,26
72,24,21,57,44,30,21,7,30,35,18,22
37,31,74,45,68,33,40,37,47,15,1,40
36,59,77,41,55,12,31,36,18,46,49,24
44,71,37,29,63,6,47,33,16,2,43,33
94,40,48,58,75,15,56,46,3,16,29,29
66,82,28,39,43,3,67,8,5,45,9,34
84,75,31,71,71,5,47,37,23,9,15,37
72,34,2,74,29,3,68,5,35,3,30,19
54,40,60,50,70,23,14,27,26,5,28,32
78,49,76,6,43,1,17,34,1,43,2,14
84,24,26,17,38,31,38,15,6,48,4,29
56,55,58,65,36,15,44,48,6,16,3,28
43,31,51,19,20,34,72,40,38,23,43,23
34,34,28,26,44,1,55,47,8,7,47,46
60,67,48,40,27,4,69,19,28,42,3,33
95,23,56,31,76,4,36,18,7,46,11,44
77,40,64,8,67,2,52,33,37,20,14,27
77,29,27,24,78,14,35,29,13,48,39,22
37,67,54,69,11,23,19,9,16,23,43,33
27,93,65,6,78,24,48,39,27,37,8,43
69,53,54,41,76,32,74,4,4,22,29,40
59,77,78,33,57,11,74,46,36,24,17,36
81,41,31,62,21,10,35,29,5,40,41,44
82,30,58,21,52,33,31,33,35,39,2,24
26,52,29,10,57,24,17,9,12,6,10,14
46,42,30,26,19,38,12,24,12,31,39,17
79,32,37,4,68,1,39,15,44,30,2,40
86,54,2,19,72,1,60,25,13,46,35,23
86,82,14,36,72,14,31,18,2,6,43,21
78,79,76,36,49,16,50,8,11,35,36,48
22,52,12,14,67,14,56,28,6,35,42,47
45,71,28,70,44,7,73,41,22,14,22,18
91,81,5,22,28,13,25,39,12,33,47,31
78,58,15,19,78,19,61,18,37,20,31,22
60,41,64,4,44,12,54,17,48,7,25,33
22,44,31,71,23,39,34,4,43,45,49,25
88,33,66,65,11,35,43,7,16,37,34,12
90,27,78,14,18,24,34,26,44,14,23,24
54,92,11,28,22,10,57,10,40,45,42,48
83,22,41,16,29,29,76,8,13,11,15,38
85,52,30,27,61,11,17,20,40,11,45,43
26,73,4,52,64,30,31,4,17,36,5,37
70,29,21,50,41,39,70,33,34,42,39,22
63,62,6,60,47,29,15,25,17,10,2,47
27,69,37,52,53,6,62,12,40,3,41,14
43,85,17,68,28,37,24,31,27,45,10,16
40,38,64,73,32,14,26,23,8,19,2,30
74,51,33,2,73,4,63,23,25,24,49,29
44,55,37,68,59,33,58,31,8,2,31,20
27,24,28,53,54,38,58,43,16,7,8,32
25,88,69,51,21,29,77,20,41,1,30,36
96,37,41,2,66,29,58,26,23,40,39,46
31,52,16,8,37,3,26,47,32,29,22,31
47,30,8,65,12,9,16,49,17,10,35,18
66,20,58,23,32,11,74,21,6,39,10,29
23,46,7,69,17,36,55,34,7,20,24,47
26,36,26,76,64,18,67,44,32,29,39,37
53,90,52,44,60,25,65,31,24,47,38,38
38,34,77,63,40,18,67,37,49,21,24,32
59,57,48,24,21,10,14,17,36,11,26,36
33,73,54,66,62,32,63,12,16,49,3,10
84,83,37,72,39,21,13,41,35,16,15,11
93,90,48,6,10,9,63,27,34,24,5,47
30,50,77,78,40,35,33,30,22,43,20,35
41,90,17,13,32,15,50,43,27,47,47,32
56,42,43,64,78,31,36,17,22,28,44,42
51,91,31,71,55,31,75,29,17,7,22,41
67,70,48,3,14,25,16,40,19,25,41,10
45,52,22,16,33,26,27,13,14,30,34,22
27,66,70,3,20,3,46,1,25,3,12,23
39,43,28,53,20,29,70,42,35,37,3,43
44,20,55,12,63,34,16,37,22,13,11,11
50,60,68,78,66,18,24,26,39,15,5,45
83,60,42,28,23,12,71,11,14,33,6,18
63,48,7,54,51,26,64,49,33,49,10,32
37,31,17,38,42,34,79,38,12,35,27,20
77,71,28,58,38,7,54,28,44,39,37,13
80,41,7,71,70,3,71,19,36,29,14,27
91,28,43,41,49,20,54,5,49,43,44,41
74,44,31,7,67,36,14,15,46,20,13,48
71,24,38,27,70,16,23,23,17,4,48,19
78,92,27,14,10,25,59,3,29,46,33,37
41,54,57,7,68,17,44,6,16,27,31,31
39,33,70,34,44,33,66,39,46,16,9,48
85,88,19,57,42,32,27,17,34,32,46,21
70,66,34,54,73,38,76,34,34,44,39,26
30,93,11,49,16,14,65,30,24,44,18,18
36,82,44,47,50,11,32,43,38,20,27,35
55,24,27,65,23,16,14,15,8,15,12,19
61,90,50,2,54,23,59,3,44,37,48,11
39,59,77,29,71,14,57,29,25,10,49,40
57,66,49,8,48,2,72,24,16,17,5,19
56,57,45,42,40,3,35,19,13,38,46,47
39,57,40,59,56,21,49,32,35,13,6,16
84,67,70,52,34,4,54,19,8,33,44,22
24,94,37,17,36,11,73,47,36,39,46,42
35,26,2,64,33,39,65,48,23,22,46,25
68,47,48,17,14,35,33,4,47,38,21,22
39,87,25,46,77,23,64,28,28,33,8,35
72,55,68,46,51,26,25,2,25,3,44,16
82,29,22,76,40,3,75,38,15,6,38,24
81,36,78,1,76,39,12,29,45,27,18,49
51,33,78,35,56,9,60,19,28,23,19,44
96,54,77,14,34,8,52,26,27,14,17,24
49,48,31,7,57,9,51,49,40,6,45,42
62,21,27,34,42,2,37,19,7,10,26,32
46,50,49,13,15,32,48,19,18,27,19,19
26,54,30,25,78,10,21,25,46,24,32,18
45,74,18,42,18,36,42,8,6,19,24,15
94,86,74,35,18,7,54,1,18,33,28,12
32,40,73,70,70,23,57,10,45,30,11,37
68,88,67,32,74,9,75,8,43,23,15,22
92,42,54,31,71,7,58,45,46,46,26,28
57,23,73,36,72,36,40,48,11,45,23,41
23,21,35,71,12,13,33,17,21,18,48,14
72,45,75,18,39,32,19,2,2,16,47,38
55,45,36,56,20,5,19,14,5,5,41,35
65,88,5,61,18,13,27,41,49,2,15,29
71,46,9,36,20,38,55,3,44,14,35,26
38,61,60,26,64,6,45,9,37,46,44,35
78,32,32,60,73,18,55,28,24,25,48,30
65,75,14,35,47,26,53,33,40,38,19,37
73,49,23,51,50,21,13,22,21,35,23,38
31,80,34,14,28,37,40,17,3,48,4,37
60,21,37,27,61,32,45,16,19,15,18,21
90,23,68,68,75,38,19,5,28,42,37,43
55,22,17,2,17,7,41,38,29,16,38,21
64,61,14,35,63,36,37,32,32,9,25,49
73,48,76,31,60,11,62,9,33,49,42,31
88,82,35,72,17,28,40,43,15,38,27,30
67,62,53,24,28,27,76,37,19,30,34,12
92,47,12,71,17,31,71,47,6,3,40,29
53,66,79,23,13,12,36,6,41,38,1,33
87,42,65,40,64,18,43,4,17,6,45,39
71,51,19,48,11,22,70,9,30,33,19,11
82,27,24,11,78,11,20,39,13,25,38,39
67,29,59,39,23,36,68,9,30,23,13,18
33,56,1,51,58,5,44,22,17,35,27,25
36,82,24,39,18,25,39,46,24,37,23,25
33,77,69,41,47,13,27,20,5,16,43,42
71,58,54,29,15,38,46,20,7,33,4,36
26,94,63,20,16,8,78,19,24,38,5,30
22,68,56,47,59,14,76,9,12,5,2,49
21,91,54,45,43,11,14,30,5,49,34,21
31,22,46,19,72,26,64,19,24,9,3,17
26,77,1,72,78,16,73,8,44,19,17,43
94,54,35,58,29,39,15,31,39,1,45,22
66,27,40,29,52,32,26,23,32,9,26,18
38,44,15,17,74,15,16,2,18,24,23,43
55,90,73,76,49,8,18,20,6,26,47,14
94,43,48,67,52,12,77,48,8,38,3,39
96,44,14,34,70,9,36,5,41,24,34,13
55,46,5,33,48,33,27,37,35,28,33,18
